ext_id,coordinates,tags
node/4154358976,42.6752483 23.2789473,int_name:zh.k. Bykston;name:ж.к. Бъкстон;name:en:zh.k. Bykston;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0590;tram:yes
node/4154358977,42.6749803 23.2783976,int_name:zh.k. Bykston;name:ж.к. Бъкстон;name:en:zh.k. Bykston;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0589;tram:yes
node/4154362822,42.6609155 23.2489442,int_name:ul. Rajska gradina;name:ул. Райска градина;name:en:ul. Rajska gradina;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:2260;tram:yes
node/4154970859,42.1214362 23.1271145,addr:city:Рила;addr:housenumber:109;addr:postcode:2630;addr:street:Спортела;name:Галерия Георги Стойчев;name:en:Georgi Stoychev Art Gallery;phone:+359 89 973 5046;tourism:gallery;website:https://stoychevart.com/
node/4156386265,42.7500592 23.3655928,amenity:fountain
node/4156409489,42.6815317 27.701606,internet_access:wlan;name:Тарсис;tourism:hotel;website:https://tarsis-bg.com/
node/4157656314,42.5477571 26.4830545,tourism:picnic_site
node/4157656334,42.5484132 26.4803911,tourism:viewpoint
node/4157656349,42.5493666 26.4850032,tourism:picnic_site
node/4157656362,42.5508278 26.4854805,tourism:picnic_site
node/4157656384,42.5506372 26.4842655,name:Военен лагер;tourism:attraction
node/4157656388,42.5477957 26.4787965,historic:archaeological_site;name:Скално светилище „Зайчи връх“;wikidata:Q24574431;wikipedia:bg:Скално светилище Зайчи връх
node/4159198232,42.423237 25.621397,amenity:bank;brand:БАКБ;brand:wikidata:Q108851955;full_name:Българо-американска кредитна банка;full_name:en:Bulgarian-American Credit Bank;name:БАКБ;name:en:BACB
node/4159198234,42.4233078 25.621922,amenity:bank;brand:УниКредит Булбанк;brand:wikidata:Q7884635;name:УниКредит Булбанк;name:en:UniCredit Bulbank
node/4159200276,42.4202091 25.6118651,historic:monument
node/4159247395,42.9533817 27.0202492,name:Пещера;tourism:attraction
node/4160133491,42.9105825 27.8441034,tourism:viewpoint
node/4160581101,43.6071015 24.9984346,tourism:viewpoint
node/4163836202,42.7995757 25.4994203,name:Комплекс Българка;tourism:hotel
node/4170061543,42.8094896 23.4046442,bench:no;bus:yes;highway:bus_stop;int_name:v. z. Podgumer;name:в. з. Подгумер;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2738;request_stop:yes;shelter:no
node/4170061544,42.8100069 23.4048553,bench:no;bus:yes;highway:bus_stop;int_name:v. z. Podgumer;name:в. з. Подгумер;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2737;request_stop:yes;shelter:no
node/4170148276,42.6252316 23.3850845,bus:yes;highway:bus_stop;int_name:zh.k. Mladost 4;name:ж.к. Младост 4;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:6381
node/4170733189,43.8008965 25.9122335,name:luliaka;tourism:hotel
node/4171157967,42.7312958 23.3858041,bus:yes;highway:bus_stop;int_name:Skladova baza - Chepinsko Shose;name:Складова база - Чепинско шосе;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2745
node/4171157968,42.7316456 23.3872329,bus:yes;highway:bus_stop;int_name:Skladova baza - Chepinsko Shose;name:Складова база - Чепинско шосе;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2746
node/4172002969,42.8970946 23.4276053,"description:В памет на загиналите в Батулийската  битка - 23.05.1944 г., партизани от Войнишкия партизански батальон Христо Ботев .;historic:monument;name:Партизански паметник;name:alt:Batuliya Antifascist Memorial;name:en:Partizan's monument"
node/4172018333,42.9764912 23.3650749,historic:monument
node/4172041591,43.0935463 23.6171998,tourism:viewpoint
node/4172135265,42.8201558 23.3607378,bus:yes;departures_board:timetable;highway:bus_stop;int_name:ul. Al. Stambolijski;name:ул. Ал. Стамболийски;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2748;shelter:no
node/4172135267,42.8205436 23.3609359,bus:yes;highway:bus_stop;int_name:ul. Al. Stambolijski;name:ул. Ал. Стамболийски;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2750;request_stop:yes
node/4175474791,42.6147911 27.4858091,tourism:hostel
node/4175665418,42.69535 23.2551068,bus:yes;departures_board:no;highway:bus_stop;int_name:ul. 746;name:ул. 746;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2734;request_stop:yes;shelter:no
node/4175665426,42.7462931 23.604255,highway:bus_stop;int_name:Selo Zhelyava;name:Село Желява;network:Градски транспорт София;network:wikidata:Q124360139;ref:2773
node/4175665427,42.6628493 23.2923135,bench:no;bin:yes;bus:yes;highway:bus_stop;int_name:ul. G. Izmirliev;lit:yes;name:ул. Г. Измирлиев;name:bg:ул. Г. Измирлиев;name:en:ul. G. Izmirliev;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:6276;shelter:no
node/4175665428,42.6634461 23.2917208,bench:no;bin:yes;bus:yes;highway:bus_stop;int_name:ul. G. Izmirliev;lit:yes;name:ул. Г. Измирлиев;name:bg:ул. Г. Измирлиев;name:en:ul. G. Izmirliev;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:6279;shelter:no
node/4175665429,42.7445489 23.605584,highway:bus_stop;int_name:ul. Gerena;name:ул. Герена;network:Градски транспорт София;network:wikidata:Q124360139;ref:2772
node/4179599541,41.6384713 25.3760291,addr:housenumber:48;addr:street:бул. Беломорски;amenity:courthouse;name:Съдебна палата
node/4180621108,41.6483922 25.3701308,addr:city:Кърджали;addr:postcode:6600;amenity:college;name:Езикова Гимназия Христо Ботев;name:en:G.P.CH.E. Hristo Botev
node/4182886995,43.4091284 28.2569339,tourism:camp_site
node/4183141521,42.84798 24.3595904,"addr:city:Рибарица;addr:street:Еделвайс 26;description:Добре дошли във вили Янкови в Рибарица – вашето кътче за незабравима и пълноценна почивка в Тетевенския балкан. Ако търсите вила в Рибарица, това е мястото, на което всеки иска да се върне.;name:Вили Янкови Рибарица;phone:+359 88 769 5316;+359 88 769 5340;tourism:hotel;website:https://yankovi.net/"
node/4183603687,42.5482469 23.3602189,leisure:firepit;name:BBQ
node/4187936461,42.2813655 27.6131091,highway:bus_stop
node/4188998889,41.5126052 23.3823826,name:Omega Commerse;tourism:hotel
node/4189668091,42.5627504 23.1856588,addr:city:Кладница;addr:housenumber:12;addr:street:Морена;amenity:place_of_worship;building:chapel;denomination:bulgarian_orthodox;name:Параклис Свети Георги;note:http://www.kladnica.com/image/470;religion:christian
node/4192619090,43.2239934 27.9754969,amenity:place_of_worship;name:каса бонита
node/4193349580,42.7416148 23.3457313,historic:monument
node/4194593823,42.1187879 23.1226477,amenity:fuel;brand:Палди ЕООД;fuel:diesel:yes;fuel:octane_95:yes
node/4194593824,42.1178589 23.1209542,addr:city:Рила;amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;fuel:diesel:yes;fuel:octane_95:yes;name:Петрол;name:bg:Петрол;name:en:Petrol;phone:+359 88 530 3985
node/4194995690,42.6808433 26.2959691,tourism:picnic_site
node/4195095779,42.0161019 23.9867522,addr:city:Велинград;addr:street:Свети Наум 1;description:Алегра хотел и СПА предлага на своите гости неповторим уют и условия за пълноценна почивка в сърцето на българската спа столица Велинград.;name:Алегра хотел и СПА Велинград;operator:работно време от 24/7;phone:+359 89 339 5969;tourism:hotel;website:https://alegra-bg.com/
node/4196873871,42.885539 24.710909,addr:street:Любен Каравелов;amenity:bank;brand:Allianz;brand:wikidata:Q487292;name:Allianz;name:bg:Алианц;opening_hours:Mo-Fr 08:30-17:30
node/4197709590,42.6253553 23.3123758,name:Класик;phone:+359 2 967 3255;+359 88 787 7784;tourism:hotel;website:https://www.hotel-classic.eu/
node/4198121127,44.0334457 26.6317175,addr:city:Тутракан;addr:street:Ана Вентура;amenity:fuel;brand:Shell;brand:wikidata:Q110716465;fuel:HGV_diesel:yes;fuel:adblue:yes;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_100:yes;fuel:octane_95:yes;fuel:octane_98:yes;internet_access:wlan;name:Shell;opening_hours:24/7;operator:Силгранс ООД;phone:+359 89 223 1614
node/4198728692,41.8438165 26.5317079,archaeological_site:church;historic:archaeological_site;historic:civilization:byzantine;historic:period:medieval;name:Скална църква;tourism:attraction
node/4200025701,43.8550144 25.9600086,tourism:artwork
node/4201543289,42.5635598 27.6006512,addr:housenumber:228;addr:street:Княз Борис I;name:Marina Holiday Club Hotel;tourism:hotel
node/4203986613,42.9751225 25.4742837,name:Дряново Рокси;tourism:artwork
node/4204712406,42.6091667 23.0290613,addr:city:Перник;addr:housenumber:2;addr:postcode:2300;addr:street:Физкултурна;museum:history;name:Регионален исторически музей;tourism:museum;wikidata:Q12292245;wikipedia:bg:Регионален исторически музей (Перник)
node/4204712407,42.609562 23.0292124,addr:city:Перник;addr:postcode:2300;addr:street:Физкултурна;importance:Bulgarian 100;name:Музей на минното дело;name:en:Underground Mining Museum;tourism:museum;wikidata:Q20497049;wikipedia:bg:Музей на минното дело
node/4204724201,42.5935548 23.0160781,man_made:tower;tourism:viewpoint;tower:type:observation
node/4204724226,42.5941304 23.0190486,tourism:viewpoint
node/4204752236,42.2844104 22.6888874,name:Салмина;tourism:hostel
node/4204765608,42.2956082 22.8767282,"name:Тракийско светилище ""Провиралкята"";tourism:attraction;wikidata:Q20500403;wikipedia:bg:Провиралкята"
node/4204770812,42.2258683 22.9099876,"historic:ruins;historic:civilization:medieval;name:Medieval Church ""St. St. Kozma and Damyan"";name:bg:Средновековна църква ""Св. Св. Козма и Дамян"";ruins:church;tourism:attraction"
node/4204776502,42.1750394 22.9509771,tourism:viewpoint
node/4204781022,42.0902716 23.1173519,tourism:picnic_site
node/4204781023,42.0907532 23.115764,tourism:picnic_site
node/4204781024,42.0909563 23.1150318,tourism:picnic_site
node/4204798246,42.413022 22.6851098,tourism:viewpoint
node/4207658045,42.5742751 27.2953169,amenity:townhall;name:Община Камено;townhall:type:municipality;website:https://www.kameno.bg/
node/4207695763,42.5726333 27.2949851,bus:yes;highway:bus_stop;public_transport:platform;shelter:yes
node/4208905787,41.7184115 23.1588887,"addr:city:Кресна;addr:street:Олимпия 3;description:Хотел Стримон ВВ се намира в центъра на град Кресна и разполага с 8 двойни стаи, 3 апартамента и 1 мезонет, предлагащи максимално удобство и изискан стил. Всички стаи са оборудвани с кабелна телевизия, телефон, интернет и минибар.;name:Хотел Стримон ВВ Кресна;phone:+359 98 892 9295;tourism:hotel;website:http://www.strimonvv.com/"
node/4208993066,41.609962 25.3733148,addr:city:Кърджали;addr:postcode:6600;amenity:fuel;name:Bulrom Gaz
node/4209006689,42.5733663 27.2962499,amenity:bank;brand:Пощенска банка;brand:wikidata:Q7234083;name:Пощенска банка;name:en:Postbank
node/4210156490,43.0802125 25.607337,"amenity:school;email:slanchevapateka@gmail.com;name:Образователен център ""Слънчева пътека"";phone:+359 88 206 6269;website:slanchevapateka.com"
node/4210321790,42.1516175 24.7389878,amenity:school;name:Дружба
node/4212590893,42.7948851 23.5865837,man_made:tower;tower:type:steel_grating
node/4213014712,42.5003146 27.4796015,amenity:bank;brand:Банка ДСК;brand:bg:Банка ДСК;brand:en:DSK Bank;brand:wikidata:Q5206146;name:Банка ДСК;name:bg:Банка ДСК;name:en:DSK Bank
node/4213496993,42.0063245 23.9837966,internet_access:wlan;name:хотел България;tourism:hotel
node/4214508365,42.1769146 27.8496379,email:info@bayview.bg;internet_access:wlan;name:Bay View Complex;opening_hours:24/7;phone:+359 88 987 3388;tourism:hotel;website:www.bayview.bg
node/4214963787,42.3377109 23.5456932,"addr:city:Самоков;addr:street:Македония 78;description:С удоволствие ще ви настаним в семеен хотел Кестените, който се намира в началото на Самоков, на пътя Дупница – Боровец – Пловдив.;name:Хотел Кестените Самоков;phone:+359 722 66 765;+359 87 856 4647;+359 87 812 1962;+359 87 854 0688;tourism:hotel;website:http://www.hotelkestenite.com/"
node/4215292194,42.7126995 27.7355345,tourism:hotel
node/4215310092,42.7100928 27.72791,name:Хелена Основен склад;tourism:hotel
node/4216799689,43.0506712 27.8658016,email:info@premierbgmaintenance.com;internet_access:wlan;name:Oasis Beach Resort Kamchia;phone:+359 87 834 1103;tourism:hotel;website:https://obk.bg/
node/4218303608,41.6812895 25.1892347,tourism:hotel
node/4218653422,42.229821 22.865961,highway:bus_stop
node/4219075022,42.4191772 27.7009145,addr:city:Созопол;addr:housenumber:59;addr:postcode:8130;addr:street:Одеса;name:Частен дом Цоневи Созопол;tourism:hotel
node/4219474194,43.2055928 27.9267501,name:BEACH BAR SELFIE;name:he:בר בית קפה;tourism:viewpoint
node/4221018765,42.5542796 27.6494319,"addr:city:Поморие;addr:street:Княз Борис 19;description:Комплекс При Американеца се намира в старата част на гр. Поморие на брега на морето. Предлага отлични условия и лукс, сравним, или превъзхождащ повечето хотели в Поморие.;name:Комплекс При Американеца Поморие;phone:+359 88 724 6514;tourism:hotel;website:http://attheamericans.com/"
node/4221393614,42.8168064 27.8780732,addr:housenumber:1;addr:postcode:8250;addr:street:Витоша;name:Favorite;tourism:hotel
node/4221737789,42.8183495 27.8809199,addr:housenumber:1;addr:postcode:8250;addr:street:Тодор Илчев;name:ТУДИ;phone:+359 556 32 980;tourism:hotel
node/4223813838,43.8535373 26.0035983,highway:bus_stop;name:Мототехника
node/4223813839,43.8538101 26.0039803,highway:bus_stop;name:КАТ
node/4223813841,43.8328332 25.9501889,bus:yes;highway:bus_stop;name:Ул. Стефан Стамболов №64;public_transport:platform
node/4223888309,43.8262708 25.9356361,highway:bus_stop;name:Пожарна
node/4223888310,43.8137873 25.9281442,highway:bus_stop;name:МЕТРО
node/4223888311,43.8138429 25.9287717,highway:bus_stop;name:МЕТРО
node/4223888313,43.8081729 25.92351,highway:bus_stop;name:Рибарска колиба - запад
node/4223888314,43.8086718 25.9247363,highway:bus_stop;name:Рибарска колиба - изток
node/4223888315,43.7988392 25.9185602,"highway:bus_stop;name:Хижа ""Приста"""
node/4223888316,43.7978649 25.9186599,highway:bus_stop;name:Старчески дом
node/4223888317,43.7940081 25.9240206,"highway:bus_stop;name:Кв. Долапите, ЖП прелез - юг"
node/4223888319,43.7957514 25.9293966,highway:bus_stop;name:ОУ Христо Смирненски
node/4223888320,43.7959198 25.9299581,"highway:bus_stop;name:Църква ""Св. Архангел Михаил"""
node/4223906219,43.8058135 25.9303243,"highway:bus_stop;name:Кв. Средна кула, Изход към кв. Долапите - юг"
node/4223906221,43.8067096 25.9373946,"highway:bus_stop;name:Кв. Средна Кула, Център - север"
node/4223906224,43.806664 25.9411908,"highway:bus_stop;name:Кв. Средна кула, Вход от Русе - север"
node/4223906226,43.8040174 25.9459177,highway:bus_stop;name:Асфалтова база - изток
node/4223906227,43.8068894 25.9431481,"highway:bus_stop;name:Кв. Средна кула, Триъгълника - запад"
node/4223906229,43.7981421 25.9457462,highway:bus_stop;name:Гробищен парк Басарбово - вход
node/4223906231,43.7935157 25.9474803,bus:yes;highway:bus_stop;name:Гробищен парк Басарбово;name:ro:Cimitirul Basarbovo;public_transport:platform
node/4224006532,43.8125472 25.9423186,bus:yes;highway:bus_stop;name:Русаново мостче - запад;name:ro:Podul Rusanovo - Vest;public_transport:platform
node/4224006534,43.8162425 25.9400044,highway:bus_stop;name:Стрелбище - изток
node/4224006536,43.8214841 25.937084,highway:bus_stop;name:Дъгов мост - изток
node/4224006538,43.827256 25.9430915,highway:bus_stop;name:Електрометал - изток
node/4224006540,43.8311728 25.9465977,highway:bus_stop;name:ЗММ - изток
node/4224006541,43.830128 25.9458115,highway:bus_stop;name:ЗММ - запад
node/4224006542,43.8351632 25.945449,bus:yes;highway:bus_stop;name:Кожарски завод - изток;public_transport:platform
node/4224015496,43.8404043 25.9508967,bus:yes;highway:bus_stop;name:Аксаков;public_transport:platform
node/4224015499,43.8414785 25.9650312,highway:bus_stop;name:Кооперативен пазар (ЖП прелез)
node/4224015500,43.8441759 25.9701333,bench:no;bin:no;bus:yes;highway:bus_stop;lit:yes;name:ДГ Русалка;name:ro:SG Rusalka;public_transport:platform;shelter:no
node/4224015501,43.8441715 25.9707705,bench:yes;bin:yes;bus:yes;highway:bus_stop;lit:yes;name:ОУ Олимпи Панов;name:ro:Olimpi Panov;public_transport:platform;shelter:yes
node/4224015502,43.8453787 25.9749259,bench:yes;bin:yes;bus:yes;highway:bus_stop;lit:yes;name:Колос;name:ro:Kolos;public_transport:platform;shelter:yes
node/4224015503,43.8458877 25.9759198,bus:yes;highway:bus_stop;name:Зала Дунав;name:ro:Zala Dunav;public_transport:platform
node/4224048359,43.8570413 25.9751525,bench:yes;bin:yes;highway:bus_stop;lit:yes;name:Добруджа (Товарна гара);shelter:yes
node/4224048360,43.8567759 25.9759705,bench:yes;bin:yes;highway:bus_stop;lit:yes;name:Товарна гара;shelter:yes
node/4224048365,43.8524519 25.9533607,"bus:yes;highway:bus_stop;name:Хотел ""Рига"";public_transport:platform"
node/4224048366,43.8669244 25.9888588,highway:bus_stop;name:Психодиспансер - юг
node/4224048368,43.8722581 26.0035767,highway:bus_stop;name:Бул. Тутракан №32 (ПГ по транспорт)
node/4224048370,43.8734582 26.0097968,highway:bus_stop;name:Еконт Експрес (Домостроене АД)
node/4224048372,43.8752996 26.0156611,highway:bus_stop;name:Митница (Дунав мост)
node/4224064862,43.8784094 26.0201927,highway:bus_stop;name:Гранична полиция - запад
node/4224064864,43.8793813 26.0258592,highway:bus_stop;name:Кв. Слатина - запад
node/4224064865,43.8796749 26.025527,highway:bus_stop;name:Кв. Слатина - изток
node/4224064866,43.8696583 26.0390705,highway:bus_stop;name:Керос
node/4224064867,43.8730008 26.0156661,highway:bus_stop;name:Оргахим - запад
node/4224064868,43.8735971 26.0163956,highway:bus_stop;name:Оргахим - изток
node/4224064869,43.8675257 26.0157801,highway:bus_stop;name:ЗЕИМ - изток
node/4224064870,43.8671595 26.015145,highway:bus_stop;name:ЗЕИМ - запад
node/4224064871,43.8603191 26.0150636,highway:bus_stop;name:Хотел Фамилия - изток
node/4224064872,43.8603923 26.0145002,highway:bus_stop;name:Хотел Фамилия - запад
node/4224064874,43.8543258 26.0242769,highway:bus_stop;name:Хиподрум
node/4224064876,43.8463665 25.983717,"bench:no;bin:yes;highway:bus_stop;lit:yes;name:Ул. Юндола, Блок №16;shelter:no"
node/4224064877,43.8477042 25.9880073,bench:yes;bin:yes;bus:yes;highway:bus_stop;lit:yes;name:Кремена;name:ro:Kremena;public_transport:platform;shelter:yes
node/4224064879,43.8493107 25.9922085,bench:yes;bin:yes;highway:bus_stop;lit:yes;name:Жерав - юг;shelter:yes
node/4224064881,43.8508548 25.9962922,"bench:yes;bin:yes;bus:yes;departures_board:realtime;highway:bus_stop;lit:yes;name:Пл. Прага, Обръщало - юг;public_transport:platform;shelter:yes"
node/4224064883,43.8444904 25.980677,bench:yes;bin:yes;bus:yes;highway:bus_stop;lit:yes;name:Битов комбинат;name:ro:Bitov kombinat;public_transport:platform;shelter:yes
node/4224104794,43.8425744 25.9742248,highway:bus_stop;name:Ул. Петрохан №39
node/4224104795,43.8413107 25.9698348,highway:bus_stop;name:Пъстрина
node/4224104796,43.8406956 25.9709407,highway:bus_stop;name:Странджата
node/4224104797,43.8418644 25.9741859,highway:bus_stop;name:Боримечка
node/4224104798,43.839437 25.9755759,highway:bus_stop;name:Блок №302
node/4224104799,43.8379349 25.9749543,bench:yes;bin:yes;highway:bus_stop;lit:yes;name:Блок №403;shelter:yes
node/4224104801,43.8366249 25.9734568,bench:yes;bin:no;highway:bus_stop;lit:yes;name:Блок №401;shelter:yes
node/4224104803,43.8384369 25.9787307,bus:yes;highway:bus_stop;name:Гробищен парк Чародейка - юг;name:ro:Cimitirul Charmadeka - Sud;public_transport:platform
node/4224104805,43.8403464 25.9857671,highway:bus_stop;name:Николов ЕООД - юг
node/4224104807,43.8392424 25.9939285,highway:bus_stop;name:Интертрейд - юг
node/4224104809,43.8379034 26.0001032,"highway:bus_stop;name:Автосервиз ""Колев"" - юг"
node/4224104811,43.8366677 26.0043995,highway:bus_stop;name:Вилна зона Касева чешма - юг
node/4224104813,43.8364912 26.0099271,"highway:bus_stop;name:Вилна зона Касева чешма, Обръщало - юг"
node/4224104815,43.8341232 26.0154245,highway:bus_stop;name:Завоя - север
node/4224104817,43.8295364 26.0191257,highway:bus_stop;name:Вилна зона Боровете - юг
node/4224104819,43.8263475 26.0307217,highway:bus_stop;name:Вилна зона Акациите - юг
node/4224104821,43.8261994 26.0319786,"highway:bus_stop;name:Прелеза, Обръщало"
node/4224172897,43.8250007 25.9678269,bus:yes;highway:bus_stop;name:Блок №28;public_transport:platform
node/4224172898,43.8244156 25.9674429,bus:yes;highway:bus_stop;name:Бул. Гоце Делчев №54;public_transport:platform
node/4224172900,43.8220904 25.9701397,bus:yes;highway:bus_stop;name:Сервиз Свирчев - изток;name:ro:Serviciul Svirchev - est;public_transport:platform
node/4224172902,43.8286377 25.9587,bus:yes;highway:bus_stop;name:Ул. Мальовица 2 - юг;public_transport:platform
node/4224172904,43.8259504 25.9508823,highway:bus_stop;name:Ул. Мальовица 1 - юг
node/4224172906,43.8239249 25.9482646,"highway:bus_stop;name:Помощно училище, Обръщало"
node/4224172907,43.8277362 25.9634965,"bus:yes;highway:bus_stop;name:Бул. ""Васил Левски"";public_transport:platform"
node/4224172909,43.8356379 25.9433872,highway:bus_stop;name:Русенска корабостоителница
node/4224183225,43.7950362 25.9164732,highway:bus_stop;name:КПП - ПП - запад
node/4224183226,43.7949704 25.9170333,highway:bus_stop;name:КПП - ПП - изток
node/4224183227,43.7895775 25.9143498,highway:bus_stop;name:9-ти километър - изток
node/4224183229,43.7842529 25.9105319,highway:bus_stop;name:Петролна база - север
node/4224183230,43.7787083 25.9026845,"highway:bus_stop;name:Петролна база, Централна - север"
node/4224183231,43.7767472 25.8979232,"highway:bus_stop;name:Петролна база, Обръщало;shelter:no"
node/4224183232,43.7722698 25.8971481,"highway:bus_stop;name:Петролна база, Централна - юг"
node/4224183233,43.768968 25.8996427,highway:bus_stop;name:Петролна база - юг;shelter:no
node/4224183234,43.7633751 25.9025542,"bench:yes;departures_board:realtime;highway:bus_stop;name:16-ти километър, Обръщало;shelter:yes"
node/4224321590,41.9552789 24.1548933,email:reservation@villasantamaria.bg;internet_access:wlan;name:Villa Santa Maria;opening_hours:24/7;phone:+359 89 610 0211;tourism:hotel;website:https://www.villasantamaria.bg/;wikidata:Q112000106
node/4226359090,42.488971 22.9529656,historic:monument;name:Паметник на загиналите във войните
node/4226447896,42.7012153 27.7152496,name:Флора;tourism:hotel
node/4226456791,41.9035864 24.4812599,name:осиково;tourism:viewpoint
node/4226506870,41.6422429 25.3693405,"addr:city:Кърджали;addr:postcode:6600;addr:street:ул. ""Георги Бенковски""1;amenity:bank;atm:yes;brand:Обединена Българска Банка;brand:en:United Bulgarian Bank;brand:wikidata:Q7887555;name:Обединена Българска Банка;name:en:United Bulgarian Bank;short_name:bg:ОББ;short_name:en:UBB"
node/4226621906,41.6469613 25.3695463,addr:city:Кърджали;addr:housenumber:4;addr:postcode:6600;addr:street:Републиканска;description:100 Национални Туристически Обекта Обект номер: 25а Област и град: Кърджалийска областКърджали;importance:Bulgarian 100;name:Regionalen Istoricheski;name:bg:Исторически музей гр. Кърджали;name:en:Regional Museum of History;tourism:museum;website:https://www.rim-kardzhali.bg;wikidata:Q12292240
node/4226648246,43.8143642 25.9814614,historic:monument;inscription:Паметник на Русофилите;name:Паметник на Русофилите
node/4226990924,41.6355467 25.3560384,addr:city:Кърджали;addr:housenumber:96;addr:postcode:6600;addr:street:бул. Христо Ботев;name:Meatsa;tourism:hotel;wikidata:Q112000104
node/4227126064,41.7229507 24.4259922,amenity:fuel;operator:Петрол комерс
node/4227184293,41.6368312 25.3553942,addr:city:Кърджали;addr:postcode:6600;leisure:sports_centre
node/4227222215,41.6289538 25.358665,addr:city:Кърджали;addr:postcode:6600;amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;name:Петрол;name:en:Petrol
node/4227654290,42.4872897 23.545294,leisure:sports_centre;name:Национална Ветроходна База;sport:sailing
node/4228020057,41.6229286 25.3771597,highway:bus_stop
node/4228116248,42.4469348 27.6337942,"addr:city:Черноморец;addr:street:Албатрос 8;description:Хотел Адена се намира в близост до централния плаж и централна градкса част на град Черноморец, с красива панорамна гледка и изглед към морето.;name:Хотел Адена Черноморец;phone:+359 89 688 8116;tourism:hotel;website:http://hoteladena.com/"
node/4228116714,41.6236207 25.3766962,bus:yes;highway:bus_stop;public_transport:platform
node/4228140289,41.6409492 25.3537777,bus:yes;highway:bus_stop;public_transport:platform
node/4228814689,41.6358857 25.3719058,amenity:fountain
node/4229988821,41.6413953 25.3727715,amenity:fountain
node/4229991373,41.6431669 25.3683344,amenity:fountain
node/4230009689,41.6399825 25.3667568,amenity:fountain
node/4230700839,42.7430741 23.7548903,amenity:townhall
node/4230760749,41.6582877 24.6984937,addr:city:Пампорово;addr:postcode:4870;name:Хотел Дафовска;phone:+359 88 832 3256;tourism:hotel
node/4232153989,43.2148211 24.1640807,amenity:fuel;compressed_air:yes;name:Родина;operator:Родина
node/4232335069,43.194597 24.1584197,amenity:fuel;name:Родина
node/4232369889,43.2795794 28.0406333,internet_access:wlan;name:Sofia;name:ro:Sofia;tourism:hotel
node/4232394992,42.2723935 27.7474524,name:Апартаменти Гардения;name:en:Gardenia Apartments;name:ru:Гардения (апартаменты);tourism:hotel
node/4234219893,43.2859296 28.0402279,name:Sunrise;name:ro:Sunrise;tourism:hotel
node/4234480870,42.6869386 23.3332239,"historic:memorial;memorial:sculpture;name:Паметник на жертвите от клуб ""Индиго"""
node/4234569144,41.6266017 25.3648045,addr:city:Кърджали;addr:postcode:6600;amenity:fuel;name:Solak Gaz
node/4234629639,41.8345429 23.1529085,internet_access:wlan;name:en:Adventure net camping & rafting;name:hu:Adventure net kemping & rafting;tourism:camp_site;website:https://adventurenetbg.com/
node/4236213396,41.6199632 25.3772569,highway:bus_stop
node/4236322089,41.9267336 23.4795309,name:Асеновата къща;tourism:hotel
node/4238187428,42.0112515 24.8769695,historic:monument;memorial:stone;name:Паметник на Васил Левски
node/4239276893,42.1379661 24.5332356,"addr:city:Стамболийски;addr:housenumber:2;addr:postcode:4210;addr:street:бул. ""Европа"" 2;amenity:place_of_worship;denomination:jehovahs_witness;name:Зала на Царството на Свидетелите на Йехова;opening_hours:Th 18:30-20:15; Su 10:00-11:45;religion:christian;website:https://www.jw.org/"
node/4239786305,41.6145523 24.6675697,name:Mountain Lake;tourism:alpine_hut;wikidata:Q112000139
node/4241901265,41.5904414 25.3892796,highway:bus_stop
node/4242509039,42.6726056 23.1559066,tourism:picnic_site
node/4244167500,42.510417 27.47228,addr:housenumber:41;addr:street:Перущица;internet_access:wlan;name:prestige;tourism:hotel
node/4247299592,43.494994 28.5849712,addr:housenumber:2;addr:street:12 str.;internet_access:wlan;name:Hotel Tyulenovo;tourism:hotel
node/4248340499,42.9868738 23.2519316,highway:bus_stop
node/4249860990,41.6468426 25.1626558,name:plovdiv;tourism:hotel;wheelchair:yes
node/4249865089,42.2021977 24.6599426,name:ego;tourism:hotel
node/4249865189,42.1982434 24.6942152,name:ego hotel;tourism:hotel
node/4250026689,41.8113617 24.1218655,tourism:camp_site
node/4250620617,42.6575549 25.772834,name:Лавандулово поле;tourism:attraction
node/4250620618,42.6732286 27.520398,name:Лавандовое поле;tourism:attraction
